Varanaseya Sanskrit Vishwavidyalaya,https://en.wikipedia.org/w/index.php?title=Varanaseya_Sanskrit_Vishwavidyalaya&action=edit&redlink=1,,,Wikipedia description: <i>Varanaseya Sanskrit Vishwavidyalaya</i>
Vision International University,https://en.wikipedia.org/wiki/Vision_International_University,,,Wikipedia description: <i>Vision International University</i>
Volta University College,https://en.wikipedia.org/w/index.php?title=Volta_University_College&action=edit&redlink=1,181,Nigeria,Wikipedia description: <i>Volta University College in Ghana and Nigeria</i>
Walesbridge University,https://en.wikipedia.org/w/index.php?title=Walesbridge_University&action=edit&redlink=1,,,Wikipedia description: <i>Walesbridge University; California</i>
Warnborough College,https://en.wikipedia.org/wiki/Warnborough_College,253,United Kingdom,"Wikipedia description: <i>Warnborough College; Ireland, United Kingdom, and Canyon, Texas</i>"
WARP University,https://en.wikipedia.org/w/index.php?title=WARP_University&action=edit&redlink=1,,,"Wikipedia description: <i>WARP University, Fort Mill, South Carolina</i>"
Warren National University,https://en.wikipedia.org/wiki/Warren_National_University,,,Wikipedia description: <i>Warren National University</i>
Washington American Governors University,https://en.wikipedia.org/w/index.php?title=Washington_American_Governors_University&action=edit&redlink=1,,,"Wikipedia description: <i>Washington American Governors University, Delaware</i>"
Washington College and UniversityWashington (disambiguation)#Higher education,https://en.wikipedia.org/w/index.php?title=Washington_College_and_University&action=edit&redlink=1,,,Wikipedia description: <i>Washington College and University  (not to be confused with authorized institutions using the name Washington; see Washington (disambiguation)#Higher education)</i>
Washington International UniversityWashington (disambiguation)#Higher education,https://en.wikipedia.org/wiki/Washington_International_University,261,Virgin Islands,"Wikipedia description: <i>Washington International University, Pennsylvania, British Virgin Islands (not to be confused with authorized institutions using the name Washington; see Washington (disambiguation)#Higher education)</i>"
Washington School of Theology,https://en.wikipedia.org/w/index.php?title=Washington_School_of_Theology&action=edit&redlink=1,,,"Wikipedia description: <i>Washington School of Theology, Oregon</i>"
Washington (disambiguation)#Higher education,,,,Wikipedia description: <i>Washington University (washingtonuniversity.us)  (not to be confused with authorized institutions using the name Washington; see Washington (disambiguation)#Higher education)</i>
West Coast Baptist College,https://en.wikipedia.org/wiki/West_Coast_Baptist_College,,,"Wikipedia description: <i>West Coast Baptist College, Lancaster, California. Website states: ""[I]t is not our intention to [pursue accreditation].”</i>"
West Coast University,https://en.wikipedia.org/w/index.php?title=West_Coast_University_(Italy)&action=edit&redlink=1,119,Italy,"Wikipedia description: <i>West Coast University, Italy</i>"
West Coast University – Panama,https://en.wikipedia.org/wiki/West_Coast_University_%E2%80%93_Panama,20,Bangladesh,"Wikipedia description: <i>West Coast University – Panama, Bangladesh</i>"
Western Michigan Bible Institute,https://en.wikipedia.org/w/index.php?title=Western_Michigan_Bible_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Western Michigan Bible Institute, Muskegon, Michigan</i>"
Western States University,https://en.wikipedia.org/w/index.php?title=Western_States_University&action=edit&redlink=1,,,"Wikipedia description: <i>Western States University, (aka Western States University for Professional Studies) in Doniphan, MO. (Closed in 2005 while under review by the Missouri Department of Higher Education)</i>"
Western Advanced Central University,https://en.wikipedia.org/wiki/Western_Advanced_Central_University,,,"Wikipedia description: <i>Western Advanced Central University – also known as WACU or Western Central College, they are associated with Ashford College and claim to be recognized by the ACOHE (Accreditation Council for Online Higher Education).</i>"
Westfield UniversityWestfield State University,https://en.wikipedia.org/w/index.php?title=Westfield_University&action=edit&redlink=1,,,"Wikipedia description: <i>Westfield University, related to college-degree-fast.com, not to be confused with Westfield State University in Massachusetts</i>"
Westmore CollegeWestmore University,https://en.wikipedia.org/w/index.php?title=Westmore_College&action=edit&redlink=1,219,Singapore,"Wikipedia description: <i>Westmore College or Westmore University, Singapore</i>"
Weston Reserve University,https://en.wikipedia.org/w/index.php?title=Weston_Reserve_University&action=edit&redlink=1,217,Seychelles,"Wikipedia description: <i>Weston Reserve University, multiple locations, including Seychelles, Kuwait, Canada</i>"
Whitton University,https://en.wikipedia.org/w/index.php?title=Whitton_University&action=edit&redlink=1,,,Wikipedia description: <i>Whitton University</i>
William Carey International University,https://en.wikipedia.org/wiki/William_Carey_International_University,,,"Wikipedia description: <i>William Carey International University, Pasadena, CA</i>"
Williamsburg University,https://en.wikipedia.org/w/index.php?title=Williamsburg_University&action=edit&redlink=1,,,Wikipedia description: <i>Williamsburg University</i>
Winchester UniversityUniversity of Winchester,https://en.wikipedia.org/w/index.php?title=Winchester_University_(unaccredited)&action=edit&redlink=1,,,Wikipedia description: <i>Winchester University  (not to be confused with University of Winchester)</i>
Wisconsin International UniversityWisconsin International University College,https://en.wikipedia.org/w/index.php?title=Wisconsin_International_University&action=edit&redlink=1,92,Ghana,"Wikipedia description: <i>Wisconsin International University, Florida, Ghana (Wisconsin International University College has National Accreditation Board accreditation in Ghana as a university college affiliated with the University of Ghana and University of Cape Coast), Ukraine and other locations, now using the name Worldwide International University</i>"
Woodfield University,https://en.wikipedia.org/wiki/Woodfield_University,,,"Wikipedia description: <i>Woodfield University (also operates the illicit Woodfield High School), South Carolina</i>"
Woolston-Steen Theological Seminary,https://en.wikipedia.org/w/index.php?title=Woolston-Steen_Theological_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Woolston-Steen Theological Seminary, Washington</i>"
Worchester University,https://en.wikipedia.org/wiki/Worchester_University,190,Panama,"Wikipedia description: <i>Worchester University, Panama</i>"
World Information Distributed University,https://en.wikipedia.org/w/index.php?title=World_Information_Distributed_University&action=edit&redlink=1,234,Switzerland,"Wikipedia description: <i>World Information Distributed University, aka Academie Européenne d’Informatisation – AEI Russia; Belgium; Switzerland</i>"
Worldwide International University,https://en.wikipedia.org/w/index.php?title=Worldwide_International_University&action=edit&redlink=1,269,World,"Wikipedia description: <i>Worldwide International University, new name of Wisconsin International University</i>"
York UniversityWorld Association of Universities and Colleges,https://en.wikipedia.org/w/index.php?title=York_University_(California)&action=edit&redlink=1,269,World,"Wikipedia description: <i>York University, California (Claims accreditation from World Association of Universities and Colleges, which is not recognized by the US Department of Education.)</i>"
Yorker International University,https://en.wikipedia.org/w/index.php?title=Yorker_International_University&action=edit&redlink=1,119,Italy,"Wikipedia description: <i>Yorker International University, Italy, South Dakota, New York</i>"
Youngsfield University,https://en.wikipedia.org/w/index.php?title=Youngsfield_University&action=edit&redlink=1,253,United Kingdom,"Wikipedia description: <i>Youngsfield University, New York, United Kingdom</i>"
YUIN/American University,https://en.wikipedia.org/w/index.php?title=YUIN/American_University&action=edit&redlink=1,,,"Wikipedia description: <i>YUIN/American University, Hawaii, California</i>"
Zenith UniversityZenith University College,https://en.wikipedia.org/w/index.php?title=Zenith_University_(United_States)&action=edit&redlink=1,92,Ghana,"Wikipedia description: <i>Zenith University, Hawaii; related to Pickering and Brighton Universities; not to be confused with Zenith University College in Ghana</i>"
Educational accreditation,https://en.wikipedia.org/wiki/Educational_accreditation,,,Wikipedia description: <i>Educational accreditation</i>
Accreditation mill,https://en.wikipedia.org/wiki/Accreditation_mill,,,Wikipedia description: <i>Accreditation mill</i>
American Biographical Institute,https://en.wikipedia.org/wiki/American_Biographical_Institute,,,Wikipedia description: <i>American Biographical Institute</i>
Bogus colleges in the United Kingdom,https://en.wikipedia.org/wiki/Bogus_colleges_in_the_United_Kingdom,253,United Kingdom,Wikipedia description: <i>Bogus colleges in the United Kingdom</i>
Council for Higher Education Accreditation,https://en.wikipedia.org/wiki/Council_for_Higher_Education_Accreditation,,,Wikipedia description: <i>Council for Higher Education Accreditation</i>
Diploma mill,https://en.wikipedia.org/wiki/Diploma_mill,,,Wikipedia description: <i>Diploma mill</i>
Distance education,https://en.wikipedia.org/wiki/Distance_education,,,Wikipedia description: <i>Distance education</i>
List of recognized accreditation associations of higher learning,https://en.wikipedia.org/wiki/List_of_recognized_accreditation_associations_of_higher_learning,,,Wikipedia description: <i>List of recognized accreditation associations of higher learning</i>
Nationally recognized accrediting agencies in the United States,https://en.wikipedia.org/wiki/Nationally_recognized_accrediting_agencies_in_the_United_States,254,United States,Wikipedia description: <i>Nationally recognized accrediting agencies in the United States</i>
